time_stamp,robot_x,y,z,Rx,Ry,Rz,frame_x,y,z,Rx,Ry,Rz,force_x,y,z,Rx,Ry,Rz,speed_x,y,z,Rx,Ry,Rz
0.1639344262295082,-0.3949957697773443,-0.24987815079510287,0.10259193756453966,0.005508845005259474,0.00010594867938633322,1.1228202080511898,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.3530072987258456,2.0577071971968435,-0.8476574349843666,0.08480196471199085,-0.13477294696627323,-0.20326301175470465,0.0,-0.01,0.0,0.0,0.0,0.0
0.18032786885245902,-0.39498742263179837,-0.26337364508098415,0.10157114349110313,0.005766054351674507,0.0003324714706042874,1.1228459854370447,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4198481147937478,0.4287891251736693,0.0,0.03826833513544562,-0.0185488444659015,-0.08481965756013923,0.0,0.0,-0.01,0.0,0.0,0.0
0.19672131147540983,-0.3949449331378545,-0.2668795556783993,0.09669380543278769,0.00576361098264239,0.0015743176602923405,1.1229245918056376,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.407392325177813,1.2401703506623067,-0.45110519677040095,0.06478630402506969,-0.07514358985515215,-0.025289827083008334,0.0,-0.01,0.0,0.0,0.0,0.0
0.21311475409836067,-0.39492057680328163,-0.27219328993360126,0.09466270097319651,0.005129646992035575,0.0011083227396634725,1.1228545209037286,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4269060345067498,0.589278018707359,0.23160075944589842,0.04911166076832377,-0.029444898558825178,-0.0658672542182404,0.0,0.0,-0.01,0.0,0.0,0.0
0.22950819672131148,-0.3948840368277924,-0.2765144562947809,0.08822465156595471,0.005324808523598854,0.0009134946378862663,1.1228859160869715,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4755308263160167,1.3536676509991894,-0.27311147615508347,0.06742853079723328,-0.07887440670551402,0.034587326105672146,0.0,-0.01,0.0,0.0,0.0,0.0
0.24590163934426232,-0.3948604448897185,-0.2830549286722685,0.08504175638912959,0.005336286030059978,8.137472689799368e-05,1.12280245011349,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4441569834504865,0.48180702285160526,0.29975921874109446,0.04746849114196937,-0.021051685606257614,-0.06295009721642929,0.0,0.0,-0.01,0.0,0.0,0.0
0.26229508196721313,-0.394835849578084,-0.2862137976959946,0.07949145664323529,0.005977935518048436,0.00025403865062898645,1.1228543282284127,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4452004368106639,1.3204052763634706,-0.1317167006405171,0.06799704987830536,-0.07804885025108749,-0.07751060598177478,0.0,-0.01,0.0,0.0,0.0,0.0
0.27868852459016397,-0.3947853635012038,-0.2945590682547478,0.07467231375495453,0.00619985951843217,-0.00014450608598695391,1.1227872061247677,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4220441185605784,1.4891208502152473,-0.5073862709838224,0.06254138810938802,-0.09009297156609045,-0.12126315847675284,0.0,-0.01,0.0,0.0,0.0,0.0
0.29508196721311475,-0.394737296234661,-0.3050984609166848,0.07152433877233313,0.006699397343855615,-0.0004795745432990384,1.1227813995125713,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4322729299152364,1.4325669678324109,-0.726176741924105,0.061209003245705884,-0.0862577925504513,-0.07938988449765792,0.0,-0.01,0.0,0.0,0.0,0.0
0.3114754098360656,-0.39471189051072353,-0.31455277172919194,0.07008276164185989,0.0069461159358018545,-0.0007419126136357694,1.1227456942739054,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4874739832011709,1.5565887882274476,-0.8078026265375158,0.06306011889690911,-0.09193108672039796,0.028529889994791675,0.0,-0.01,0.0,0.0,0.0,0.0
0.3278688524590164,-0.3946955937756424,-0.3256083032851203,0.0689322705603608,0.0074741022397198905,-0.0007984677018360486,1.1227986035697908,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4259566802945054,0.13276559075939423,0.0,0.02897243151126805,0.0,-0.058750369035477944,0.0,0.0,-0.01,0.0,0.0,0.0
0.3442622950819672,-0.39456478590865646,-0.32886290951715424,0.05788287771561848,0.006616228723414709,7.561476710709615e-05,1.122839326535883,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,0.7786871062765017,-0.27456539209833186,-0.9333579710955693,-0.08328309204140624,0.0,0.011983421808844284,-0.01,0.0,0.0,0.0,0.0,0.0
0.36065573770491804,-0.40446130509514433,-0.32884564656445003,0.057251289708132425,0.006745418579157301,-0.0004161608202680876,1.122691192673063,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.40401017332860345,-0.2312487678529877,-0.8592837680550467,0.0,0.026622508592725184,0.010851476774822642,0.0,0.0,-0.001,0.0,0.0,0.0
0.3770491803278689,-0.4044624341786523,-0.3288443927773997,0.05679197347212875,0.006762861617892565,-0.0004117664797369459,1.1227085160252426,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.40732990898594007,-0.23716111740461002,-0.8138778147451351,0.0,0.02724730207227596,0.0,0.0,0.0,-0.001,0.0,0.0,0.0
0.39344262295081966,-0.40445747611438826,-0.32884236364372,0.056043196575004645,0.006776556864565234,-0.0004025356196981391,1.12269925500753,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4069582048073335,-0.23933091139878576,-0.7918253428508955,0.0,0.027302766199857564,0.0,0.0,0.0,-0.001,0.0,0.0,0.0
0.4098360655737705,-0.4044569698497641,-0.3288401075305916,0.05563303333829547,0.006781973253180222,-0.0003988193418851546,1.122729917026243,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.37063953386910625,-0.26484980676172676,-0.7544186490561806,0.0,0.027570382184972937,-0.07118826214396703,0.0,0.0,-0.001,0.0,0.0,0.0
0.42622950819672134,-0.40445848394727163,-0.32883276497849834,0.05445562167270385,0.006778618088035476,-0.0003897987470331185,1.1227882406980063,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.21699335491911081,-0.2875083302680153,-0.8528373481171183,0.0,0.023716589762929074,-0.10470492756994687,-0.001,0.0,0.0,0.0,0.0,0.0
0.4426229508196722,-0.4048271541317992,-0.3288326839469281,0.054133247162521964,0.006686229087806281,-0.000357081036634283,1.1227900340941477,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.17189079435506271,-0.2712012137125436,-0.8733059150501798,-0.01432883221882655,0.021355000823359522,-0.07225626693871566,-0.001,0.0,0.0,0.0,0.0,0.0
0.45901639344262296,-0.40565456145134654,-0.3288299271895742,0.053786709065994726,0.006507160122357778,-0.0004021958154820707,1.1227917491325972,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.1277777641757233,-0.2707245071743318,-0.8963065059808457,-0.010632853913026739,0.019783750736798916,-0.0826102431322099,-0.001,0.0,0.0,0.0,0.0,0.0
0.4754098360655738,-0.40638035907556924,-0.32882769698108905,0.05358943456356338,0.006408303130254143,-0.0004929834717882711,1.122764521306974,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.21720330179373024,-0.2663556741883186,-0.8262786336373136,0.0,0.022493521904942453,-0.08145891221443968,0.0,0.0,-0.001,0.0,0.0,0.0
0.49180327868852464,-0.4067775343652834,-0.3288204961701963,0.05319385582220876,0.0064464414558245,-0.0006297807363043689,1.1227940245768382,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.25572595714427776,-0.2830769746748581,-0.7800530148593392,0.0,0.024893521468403505,-0.10531313004096891,0.0,0.0,-0.001,0.0,0.0,0.0
0.5081967213114754,-0.4070904606103005,-0.3288219612663246,0.05246495806724394,0.006615631361715559,-0.000751558110793701,1.1227898678231882,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.3744625719109854,-0.11458300838840543,-0.8211322199196456,0.0,0.01789047932695758,0.0,0.0,-0.001,0.0,0.0,0.0,0.0
0.5245901639344263,-0.40723208211503154,-0.3292301194247886,0.05204321083878874,0.006736505249169553,-0.0008482689128859754,1.1228099231461632,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.32840786435920954,0.0,-0.8658590311602659,0.010125040059298346,0.01327361180947319,-0.0855110224756595,0.0,-0.001,0.0,0.0,0.0,0.0
0.5409836065573771,-0.40731108604509203,-0.3298726443981552,0.05174454207522941,0.006845319257554714,-0.0009261167291436072,1.1228204653157572,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.36654909533001245,0.0,-0.8833031507447728,0.011361437606442117,0.010252783259161596,-0.022888844201605765,0.0,-0.001,0.0,0.0,0.0,0.0
0.5573770491803279,-0.40736249259260754,-0.33077802436377085,0.0514804853719851,0.006970232348329893,-0.0009774634876298907,1.1227971430318167,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.3305548815601642,0.0,-0.9088829009329462,0.0,0.010560278494364899,-0.11291256108386799,0.0,-0.001,0.0,0.0,0.0,0.0
0.5737704918032788,-0.4073875025243928,-0.33168827240015286,0.05129837641616111,0.007062266914682511,-0.0009875605716143558,1.1227999962928834,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.3769445099849302,0.0,-0.9116167372308155,0.012148518715816015,0.0,-0.022171172306378883,0.0,-0.001,0.0,0.0,0.0,0.0
0.5901639344262295,-0.407403351916919,-0.33345059846378466,0.050963506671762526,0.0071604204020124795,-0.0007608245309497835,1.1228096459285226,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.41434679913115874,-0.1865663389993383,-0.8455484604389216,0.0,0.023979261120162187,0.011312991089278836,0.0,0.0,-0.001,0.0,0.0,0.0
0.6065573770491803,-0.40739690698346265,-0.3336551313603818,0.0504356216012225,0.007080043400690381,-0.0006581182144516202,1.1227781330270532,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.38481476738562187,-0.24100207989757572,-0.8026285725382873,0.0,0.02657243010802008,-0.05314632181270103,0.0,0.0,-0.001,0.0,0.0,0.0
0.6229508196721312,-0.4073934169473258,-0.33372018373680434,0.04981097515385538,0.007022277630530024,-0.0006533335061332673,1.1228060236559874,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.3731972101391335,-0.2647010682393547,-0.7791715689340002,0.0,0.027713264885326678,-0.07713593965936695,0.0,0.0,-0.001,0.0,0.0,0.0
0.639344262295082,-0.4073837455141136,-0.3337549874888633,0.048831825918421445,0.006997615445757241,-0.000694517075396809,1.1227984508856423,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.3492141597729672,-0.2633496673911885,-0.7774245333717769,0.0,0.026720903675827246,-0.08019037058170114,0.0,0.0,-0.001,0.0,0.0,0.0
0.6557377049180328,-0.407378808838173,-0.33376111408566034,0.04829856095591445,0.0070094746904203675,-0.0007118082238219058,1.1227806618760117,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.3785567103004833,-0.24792150355929427,-0.7381637906603835,0.0,0.02689328272438978,-0.022737987688715888,0.0,0.0,-0.001,0.0,0.0,0.0
0.6721311475409837,-0.4074149879300109,-0.3335302237360167,0.04796277276958044,0.0070869567182394585,-0.0011333283613916196,1.1227335866436123,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.38663486777674555,-0.1976670455337884,-0.41787614447325794,0.0,0.015772481254635817,-0.07579180683326575,0.0,0.0,-0.001,0.0,0.0,0.0
0.6885245901639344,-0.40756662979693326,-0.3328184442657868,0.0480010616407576,0.007469201138759732,-0.0022368870471564735,1.1228195286904397,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.2729546293883047,2.4447754016150225,5.186761306085199,0.26614447737999186,-0.3215625059137796,0.27397907429910406,0.0,0.0,-0.001,0.0,0.0,0.0
0.7049180327868853,-0.4077080738892575,-0.3326719555768438,0.04800254861685646,0.008772131848976274,-0.0014605103661817912,1.1228968118898908,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4409740628570665,-0.24470848368799614,-0.7288443734750647,0.0,0.034440961086895656,-0.08232242405930167,0.001,0.0,0.0,0.0,0.0,0.0
0.7213114754098361,-0.40731384199870696,-0.33253367336125567,0.04801071554293429,0.009252744341149845,-0.0017595025336980346,1.1228203640688743,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.5372018412159354,-0.2061778577778723,-0.7170522771599153,0.01504474743536115,0.03208722746534295,-0.10801924822850265,0.001,0.0,0.0,0.0,0.0,0.0
0.7377049180327869,-0.40683630505553864,-0.3323808197548846,0.04801706017984106,0.009757120351901197,-0.001922434716270148,1.122975339505189,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.0100386587116963,1.012308442907853,-0.9972085848104157,0.24219973702064243,-0.14832844318624622,-0.26749079203150505,0.001,0.0,0.0,0.0,0.0,0.0
0.7540983606557378,-0.40543590898569304,-0.3322202209380742,0.04799607301888434,0.009311360393021018,-0.0017183869878108476,1.122817892614492,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.4817896757840168,-0.441232154968457,-0.8294742550844258,0.013061330334556434,0.0513917552204282,-0.10163145090114886,0.001,0.0,0.0,0.0,0.0,0.0
0.7704918032786886,-0.40383467807032863,-0.3320550640221909,0.04799992913205714,0.00897843813431469,-0.0023039151016800864,1.122893458150518,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.5667183763455181,0.0,0.1987374739590173,0.0379659639545651,0.0,-0.10417537928661597,0.001,0.0,0.0,0.0,0.0,0.0
0.7868852459016393,-0.40303626504826456,-0.3319362475291952,0.0480517400171383,0.009780333627923809,-0.0024280529196832293,1.122926011319225,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-0.32026478431262023,-0.4640137575281479,-0.8652435164163297,-0.017718402760337787,0.04775358467273648,-0.10225049173377995,0.001,0.0,0.0,0.0,0.0,0.0
0.8032786885245902,-0.40283121610574074,-0.33179917990211255,0.04474214905849072,0.011978388679033704,-0.0020837690975518456,1.1229405162244455,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.1227543228853318,0.6164830645051387,-0.7265868879081019,0.2113897984152702,-0.06989165136459893,-0.11504231790184077,0.0,0.0,-0.001,0.0,0.0,0.0
0.819672131147541,-0.40284873853296094,-0.33180308823474014,0.04406334983701646,0.011850415088764466,-0.0021065777063398235,1.1230225287873457,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.5583463071760266,0.3730114493645063,-0.6572968896992535,0.29317436788157386,0.0,-0.17288660601107494,0.0,0.0,-0.001,0.0,0.0,0.0
0.8360655737704918,-0.4028833284928295,-0.3318096074302053,0.04279908914005512,0.011740921353516422,-0.0022389952916192883,1.1229637913483679,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,1.126744130358263,1.2026848184274546,-0.5820300560304101,-0.13780487829471713,-0.3865484418233821,0.04020853135545981,0.0,0.0,-0.001,0.0,0.0,0.0
0.8524590163934427,-0.40292221707884723,-0.331819633337105,0.04191150023813611,0.01187959646145006,-0.0023127466691663587,1.1229685616096687,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.2860950407687177,0.6831641765584031,-0.5663880915151651,0.2465038440987828,-0.06978573236265428,-0.10156702778684522,0.0,0.0,-0.001,0.0,0.0,0.0
0.8688524590163935,-0.4029381039520146,-0.3318218430636684,0.041219642204314816,0.01193835902417302,-0.002223035286072565,1.1229578201505017,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.4122716303367497,0.6855067304149257,-0.5382362090472572,0.26343839983148687,-0.0542358603977345,-0.09240007809117472,0.0,0.0,-0.001,0.0,0.0,0.0
0.8852459016393444,-0.4029644671331821,-0.33182239315755435,0.040323722011795404,0.01175406145338872,-0.002152444213347782,1.1229667758813269,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.205395181261246,0.615582086695296,-0.46954233803193013,0.20642590351879944,-0.06861036921018471,-0.10422997198410743,0.0,0.0,-0.001,0.0,0.0,0.0
0.9016393442622951,-0.40298999847431205,-0.3318270534261617,0.03950096692159677,0.011669433460067694,-0.002255236260407507,1.122999854392063,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.3260841004713548,0.6852223508242988,-0.4049472132968983,0.21287276838215857,-0.067129788715177,0.06506116219821631,0.0,0.0,-0.001,0.0,0.0,0.0
0.9180327868852459,-0.4030127089269176,-0.33183235415300083,0.038673838700586494,0.011715134426695493,-0.002189805548197721,1.1229944977230366,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.3008347680533958,0.6084815614220921,-0.35468770911773007,0.20970105003290623,-0.06024946752516102,-0.09499205428247065,0.0,0.0,-0.001,0.0,0.0,0.0
0.9344262295081968,-0.40304601534422446,-0.33184003000159423,0.037701971991551064,0.0117059282871357,-0.0019491226164387047,1.1231375890285948,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.4823471281017624,0.6742349429110499,-0.3771561772674854,0.24057499288590461,-0.05469043749790519,0.033099451268162584,0.0,0.0,-0.001,0.0,0.0,0.0
0.9508196721311476,-0.4030887851973907,-0.3318475030269811,0.03672125702670154,0.011673511886014242,-0.0021592338670634254,1.1230145809904635,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.3665934270740674,0.7028004381928508,-0.4429782929588111,0.24017834443708527,-0.062311700538377694,0.022635092422863108,0.0,0.0,-0.001,0.0,0.0,0.0
0.9672131147540984,-0.4031323536454699,-0.33185557073335864,0.03569450670527183,0.011796665989416779,-0.002395477502982029,1.1229615707703773,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.4525831544140402,0.7008005625716673,-0.5575415221019817,0.295142696202692,-0.04791803843235059,-0.09329064306133565,0.0,0.0,-0.001,0.0,0.0,0.0
0.9836065573770493,-0.40322146950983334,-0.331869585994169,0.03356636461040782,0.012172076697136151,-0.002935115197972892,1.1229240315497875,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.5146177149387987,0.7893897807899216,-0.5570672495436675,0.29414208074637926,-0.07248118005802118,0.030815344692745363,0.0,0.0,-0.001,0.0,0.0,0.0
1.0,-0.4032410424896861,-0.33187287452648895,0.03294734453277212,0.01223554241910307,-0.002925496419325215,1.1229289983107065,-0.444899,-0.185191,0.127137,0.001,0.001,0.001,-1.4842976743145646,0.7280164732712026,-0.5303467106580051,0.2890574275905298,-0.0676151479400586,-0.08123510107677405,0.0,0.0,-0.001,0.0,0.0,0.0
